complex.id	complex.name	organism	protein.members
5220	CHUK-IQGAP2-AKAP8L-RELA-TNIP2 complex	Human	RELA
5220	CHUK-IQGAP2-AKAP8L-RELA-TNIP2 complex	Human	TNIP2
5222	LAMTOR2-LAMTOR3-MAP2K1 complex	Human	LAMTOR2
5222	LAMTOR2-LAMTOR3-MAP2K1 complex	Human	LAMTOR3
5222	LAMTOR2-LAMTOR3-MAP2K1 complex	Human	MAP2K1
5223	Casein kinase II (beta-dimer, alpha'-dimer)	Human	CSNK2A2
5223	Casein kinase II (beta-dimer, alpha'-dimer)	Human	CSNK2B
5225	Casein kinase II (beta-dimer, alpha-dimer)	Human	CSNK2A1
5225	Casein kinase II (beta-dimer, alpha-dimer)	Human	CSNK2B
5226	LAMTOR2-LAMTOR3-MAPK1 complex	Human	LAMTOR2
5226	LAMTOR2-LAMTOR3-MAPK1 complex	Human	LAMTOR3
5226	LAMTOR2-LAMTOR3-MAPK1 complex	Human	MAPK1
5227	Lamtor2-Lamtor3-Mapk1-Mapk3 complex	Mouse	Lamtor2
5227	Lamtor2-Lamtor3-Mapk1-Mapk3 complex	Mouse	Lamtor3
5227	Lamtor2-Lamtor3-Mapk1-Mapk3 complex	Mouse	Mapk1
5227	Lamtor2-Lamtor3-Mapk1-Mapk3 complex	Mouse	Mapk3
5228	REL-MAP3K8-RELA-TNIP2-PAPOLA complex	Human	MAP3K8
5228	REL-MAP3K8-RELA-TNIP2-PAPOLA complex	Human	PAPOLA
5228	REL-MAP3K8-RELA-TNIP2-PAPOLA complex	Human	REL
5228	REL-MAP3K8-RELA-TNIP2-PAPOLA complex	Human	RELA
5228	REL-MAP3K8-RELA-TNIP2-PAPOLA complex	Human	TNIP2
5229	RPA complex	Human	RPA1
5229	RPA complex	Human	RPA2
5229	RPA complex	Human	RPA3
5230	NFKB1 signalling complex	Human	CHUK
5230	NFKB1 signalling complex	Human	COPB2
5230	NFKB1 signalling complex	Human	IKBKG
5230	NFKB1 signalling complex	Human	NFKB1
5230	NFKB1 signalling complex	Human	NFKB2
5230	NFKB1 signalling complex	Human	NFKBIA
5230	NFKB1 signalling complex	Human	NFKBIE
5230	NFKB1 signalling complex	Human	REL
5230	NFKB1 signalling complex	Human	RELA
5230	NFKB1 signalling complex	Human	SPAG9
5230	NFKB1 signalling complex	Human	TNIP1
5230	NFKB1 signalling complex	Human	TNIP2
5231	53BP1-containing complex	Human	RPA1
5231	53BP1-containing complex	Human	RPA2
5231	53BP1-containing complex	Human	TP53BP1
5231	53BP1-containing complex	Human	XRCC5
5231	53BP1-containing complex	Human	XRCC6
5232	TNFalpha-NFkappa B signaling complex	Human	CHUK
5232	TNFalpha-NFkappa B signaling complex	Human	DDX3X
5232	TNFalpha-NFkappa B signaling complex	Human	GLG1
5232	TNFalpha-NFkappa B signaling complex	Human	GTF2I
5232	TNFalpha-NFkappa B signaling complex	Human	IKBKG
5232	TNFalpha-NFkappa B signaling complex	Human	MAP3K8
5232	TNFalpha-NFkappa B signaling complex	Human	NFKB1
5232	TNFalpha-NFkappa B signaling complex	Human	NFKB2
5232	TNFalpha-NFkappa B signaling complex	Human	NFKBIA
5232	TNFalpha-NFkappa B signaling complex	Human	NFKBIB
5232	TNFalpha-NFkappa B signaling complex	Human	REL
5232	TNFalpha-NFkappa B signaling complex	Human	RELA
5232	TNFalpha-NFkappa B signaling complex	Human	RELB
5232	TNFalpha-NFkappa B signaling complex	Human	RPL30
5232	TNFalpha-NFkappa B signaling complex	Human	RPL6
5232	TNFalpha-NFkappa B signaling complex	Human	RPS13
5232	TNFalpha-NFkappa B signaling complex	Human	TNIP2
5233	TNFalpha-NFkappa B signaling complex 5	Human	CHUK
5233	TNFalpha-NFkappa B signaling complex 5	Human	CUL1
5233	TNFalpha-NFkappa B signaling complex 5	Human	FBXW11
5233	TNFalpha-NFkappa B signaling complex 5	Human	IKBKB
5233	TNFalpha-NFkappa B signaling complex 5	Human	IKBKG
5233	TNFalpha-NFkappa B signaling complex 5	Human	IQGAP2
5233	TNFalpha-NFkappa B signaling complex 5	Human	KPNA2
5233	TNFalpha-NFkappa B signaling complex 5	Human	LRPPRC
5233	TNFalpha-NFkappa B signaling complex 5	Human	MCC
5233	TNFalpha-NFkappa B signaling complex 5	Human	MTIF2
5233	TNFalpha-NFkappa B signaling complex 5	Human	NFKB1
5233	TNFalpha-NFkappa B signaling complex 5	Human	NFKB2
5233	TNFalpha-NFkappa B signaling complex 5	Human	NFKBIB
5233	TNFalpha-NFkappa B signaling complex 5	Human	PDCD2
5233	TNFalpha-NFkappa B signaling complex 5	Human	POLR1A
5233	TNFalpha-NFkappa B signaling complex 5	Human	POLR1B
5233	TNFalpha-NFkappa B signaling complex 5	Human	POLR1D
5233	TNFalpha-NFkappa B signaling complex 5	Human	POLR1E
5233	TNFalpha-NFkappa B signaling complex 5	Human	POLR1G
5233	TNFalpha-NFkappa B signaling complex 5	Human	POLR2H
5233	TNFalpha-NFkappa B signaling complex 5	Human	POLR2L
5233	TNFalpha-NFkappa B signaling complex 5	Human	RASAL2
5233	TNFalpha-NFkappa B signaling complex 5	Human	REL
5233	TNFalpha-NFkappa B signaling complex 5	Human	RELA
5233	TNFalpha-NFkappa B signaling complex 5	Human	SKP1
5234	CDC37-HSP90AB1-HSP90AA1-IKBKB-KIAA1967 complex	Human	CCAR2
5234	CDC37-HSP90AB1-HSP90AA1-IKBKB-KIAA1967 complex	Human	CDC37
5234	CDC37-HSP90AB1-HSP90AA1-IKBKB-KIAA1967 complex	Human	HSP90AA1
5234	CDC37-HSP90AB1-HSP90AA1-IKBKB-KIAA1967 complex	Human	HSP90AB1
5234	CDC37-HSP90AB1-HSP90AA1-IKBKB-KIAA1967 complex	Human	IKBKB
5235	WRN-Ku70-Ku80-PARP1 complex	Human	PARP1
5235	WRN-Ku70-Ku80-PARP1 complex	Human	WRN
5235	WRN-Ku70-Ku80-PARP1 complex	Human	XRCC5
5235	WRN-Ku70-Ku80-PARP1 complex	Human	XRCC6
5237	c-Myc-Max-Arf complex	Mouse	Cdkn2a
5237	c-Myc-Max-Arf complex	Mouse	Max
5237	c-Myc-Max-Arf complex	Mouse	Myc
5239	CAP(C)-CAP(E) complex	Human	SMC2
5239	CAP(C)-CAP(E) complex	Human	SMC4
5241	SMC1-SMC3 complex	Human	SMC1A
5241	SMC1-SMC3 complex	Human	SMC3
5243	XRCC1-LIG3-PNK-TDP1 complex	Human	LIG3
5243	XRCC1-LIG3-PNK-TDP1 complex	Human	PNKP
5243	XRCC1-LIG3-PNK-TDP1 complex	Human	TDP1
5243	XRCC1-LIG3-PNK-TDP1 complex	Human	XRCC1
5244	Dolichol-phosphate mannose (DPM) synthase	Human	DPM1
5244	Dolichol-phosphate mannose (DPM) synthase	Human	DPM2
5244	Dolichol-phosphate mannose (DPM) synthase	Human	DPM3
5248	Iqgap1-Cdc42-Ctnnb1-Cdh2 complex	Rat	Cdc42
5248	Iqgap1-Cdc42-Ctnnb1-Cdh2 complex	Rat	Cdh2
5248	Iqgap1-Cdc42-Ctnnb1-Cdh2 complex	Rat	Ctnnb1
5248	Iqgap1-Cdc42-Ctnnb1-Cdh2 complex	Rat	Iqgap1
5250	Actb-Iqgap1-Vim complex	Rat	Actb
5250	Actb-Iqgap1-Vim complex	Rat	Iqgap1
5250	Actb-Iqgap1-Vim complex	Rat	Vim
5251	Ku-ORC complex	Human	ORC2
5251	Ku-ORC complex	Human	ORC3
5251	Ku-ORC complex	Human	ORC4
5251	Ku-ORC complex	Human	ORC6
5251	Ku-ORC complex	Human	XRCC5
5251	Ku-ORC complex	Human	XRCC6
5252	Dctn1-Hap1-Htt complex	Mouse	Dctn1
5252	Dctn1-Hap1-Htt complex	Mouse	Hap1
5252	Dctn1-Hap1-Htt complex	Mouse	Htt
5253	MNK1-eIF4F complex	Human	EIF4A1
5253	MNK1-eIF4F complex	Human	EIF4E
5253	MNK1-eIF4F complex	Human	EIF4G1
5253	MNK1-eIF4F complex	Human	MKNK1
5260	CTNNB1-EP300-HADAC6-SUMO1-TCF4 complex	Human	CTNNB1
5260	CTNNB1-EP300-HADAC6-SUMO1-TCF4 complex	Human	EP300
5260	CTNNB1-EP300-HADAC6-SUMO1-TCF4 complex	Human	HDAC6
5260	CTNNB1-EP300-HADAC6-SUMO1-TCF4 complex	Human	SUMO1
5260	CTNNB1-EP300-HADAC6-SUMO1-TCF4 complex	Human	TCF4
5261	CTNNB1-EP300-TCF4 complex	Human	CTNNB1
5261	CTNNB1-EP300-TCF4 complex	Human	EP300
5261	CTNNB1-EP300-TCF4 complex	Human	TCF4
5262	CTNNB1-TCF4 complex	Human	CTNNB1
5262	CTNNB1-TCF4 complex	Human	TCF4
5264	CTNNB1-CREBBP-TCF4 complex	Human	CREBBP
5264	CTNNB1-CREBBP-TCF4 complex	Human	CTNNB1
5264	CTNNB1-CREBBP-TCF4 complex	Human	TCF4
5266	TNF-alpha/NF-kappa B signaling complex 6	Human	CDC37
5266	TNF-alpha/NF-kappa B signaling complex 6	Human	CHUK
5266	TNF-alpha/NF-kappa B signaling complex 6	Human	FBL
5266	TNF-alpha/NF-kappa B signaling complex 6	Human	HSP90AA1
5266	TNF-alpha/NF-kappa B signaling complex 6	Human	HSP90AB1
5266	TNF-alpha/NF-kappa B signaling complex 6	Human	IKBKB
5266	TNF-alpha/NF-kappa B signaling complex 6	Human	IKBKG
5266	TNF-alpha/NF-kappa B signaling complex 6	Human	MAP3K14
5266	TNF-alpha/NF-kappa B signaling complex 6	Human	RPL30
5266	TNF-alpha/NF-kappa B signaling complex 6	Human	RPL4
5266	TNF-alpha/NF-kappa B signaling complex 6	Human	RPL6
5266	TNF-alpha/NF-kappa B signaling complex 6	Human	RPL8
5266	TNF-alpha/NF-kappa B signaling complex 6	Human	RPS11
5266	TNF-alpha/NF-kappa B signaling complex 6	Human	RPS13
5267	VHL-VDU1-TCEB1-TCEB2 complex	Human	ELOB
5267	VHL-VDU1-TCEB1-TCEB2 complex	Human	ELOC
5267	VHL-VDU1-TCEB1-TCEB2 complex	Human	USP33
5267	VHL-VDU1-TCEB1-TCEB2 complex	Human	VHL
5268	TNF-alpha/NF-kappa B signaling complex 7	Human	CDC37
5268	TNF-alpha/NF-kappa B signaling complex 7	Human	FKBP5
5268	TNF-alpha/NF-kappa B signaling complex 7	Human	HSP90AA1
5268	TNF-alpha/NF-kappa B signaling complex 7	Human	HSP90AB1
5268	TNF-alpha/NF-kappa B signaling complex 7	Human	MAP3K7
5268	TNF-alpha/NF-kappa B signaling complex 7	Human	TAB1
5268	TNF-alpha/NF-kappa B signaling complex 7	Human	TAB2
5268	TNF-alpha/NF-kappa B signaling complex 7	Human	TAB3
5269	TNF-alpha/NF-kappa B signaling complex 8	Human	CDC37
5269	TNF-alpha/NF-kappa B signaling complex 8	Human	FKBP5
5269	TNF-alpha/NF-kappa B signaling complex 8	Human	HSP90AA1
5269	TNF-alpha/NF-kappa B signaling complex 8	Human	HSP90AB1
5269	TNF-alpha/NF-kappa B signaling complex 8	Human	IKBKE
5269	TNF-alpha/NF-kappa B signaling complex 8	Human	KTN1
5271	Kif3-cadherin-catenin complex	Mouse	Cdh2
5271	Kif3-cadherin-catenin complex	Mouse	Ctnnb1
5271	Kif3-cadherin-catenin complex	Mouse	Ctnnd1
5271	Kif3-cadherin-catenin complex	Mouse	Kif3b
5271	Kif3-cadherin-catenin complex	Mouse	Kifap3
5273	VHL-TBP1-HIF1A complex	Human	HIF1A
5273	VHL-TBP1-HIF1A complex	Human	PSMC3
5273	VHL-TBP1-HIF1A complex	Human	VHL
5274	Cell-cell junction complex (ARHGAP10, CTNNA1, CTNNB1)	Human	ARHGAP10
5274	Cell-cell junction complex (ARHGAP10, CTNNA1, CTNNB1)	Human	CTNNA1
5274	Cell-cell junction complex (ARHGAP10, CTNNA1, CTNNB1)	Human	CTNNB1
5276	EGLN1-HIF1A-OS9 complex	Human	EGLN1
5276	EGLN1-HIF1A-OS9 complex	Human	HIF1A
5276	EGLN1-HIF1A-OS9 complex	Human	OS9
5277	EGLN3-HIF1A-OS9 complex	Human	EGLN3
5277	EGLN3-HIF1A-OS9 complex	Human	HIF1A
5277	EGLN3-HIF1A-OS9 complex	Human	OS9
5280	IGF2R-PLIN3-RAB9A complex	Human	IGF2R
5280	IGF2R-PLIN3-RAB9A complex	Human	PLIN3
5280	IGF2R-PLIN3-RAB9A complex	Human	RAB9A
5281	Cell-cell junction complex (CDH1, CTNNB1)	Human	CDH1
5281	Cell-cell junction complex (CDH1, CTNNB1)	Human	CTNNB1
5282	BCAR1-PTK2-SRC complex	Human	BCAR1
5282	BCAR1-PTK2-SRC complex	Human	PTK2
5282	BCAR1-PTK2-SRC complex	Human	SRC
5283	tRNA splicing endonuclease	Human	CLP1
5283	tRNA splicing endonuclease	Human	TSEN15
5283	tRNA splicing endonuclease	Human	TSEN2
5283	tRNA splicing endonuclease	Human	TSEN34
5283	tRNA splicing endonuclease	Human	TSEN54
5284	RNA endonuclease (SEN2deltaEx8, SEN54, CLP1)	Human	CLP1
5284	RNA endonuclease (SEN2deltaEx8, SEN54, CLP1)	Human	TSEN2
5284	RNA endonuclease (SEN2deltaEx8, SEN54, CLP1)	Human	TSEN54
5285	TNF-alpha/NF-kappa B signaling complex 9	Human	CDC37
5285	TNF-alpha/NF-kappa B signaling complex 9	Human	CHUK
5285	TNF-alpha/NF-kappa B signaling complex 9	Human	FKBP5
5285	TNF-alpha/NF-kappa B signaling complex 9	Human	HSP90AB1
5285	TNF-alpha/NF-kappa B signaling complex 9	Human	NFKBIB
5286	TNF-alpha/NF-kappa B signaling complex 10	Human	ATG16L1
5286	TNF-alpha/NF-kappa B signaling complex 10	Human	CCAR1
5286	TNF-alpha/NF-kappa B signaling complex 10	Human	CDC37
5286	TNF-alpha/NF-kappa B signaling complex 10	Human	CHUK
5286	TNF-alpha/NF-kappa B signaling complex 10	Human	HSP90AA1
5286	TNF-alpha/NF-kappa B signaling complex 10	Human	HSP90AB1
5286	TNF-alpha/NF-kappa B signaling complex 10	Human	IKBKG
5286	TNF-alpha/NF-kappa B signaling complex 10	Human	NFKBIB
5286	TNF-alpha/NF-kappa B signaling complex 10	Human	TBK1
5286	TNF-alpha/NF-kappa B signaling complex 10	Human	TXLNA
5288	P53-BARD1-KU70 complex	Human	BARD1
5288	P53-BARD1-KU70 complex	Human	TP53
5288	P53-BARD1-KU70 complex	Human	XRCC6
5291	Cd3e-Nck1-Mink1 complex	Mouse	Cd3e
5291	Cd3e-Nck1-Mink1 complex	Mouse	Mink1
5291	Cd3e-Nck1-Mink1 complex	Mouse	Nck1
5292	Ets2-Smarca4-Smarcb1-Smarce1 complex	Mouse	Ets2
5292	Ets2-Smarca4-Smarcb1-Smarce1 complex	Mouse	Smarca4
5292	Ets2-Smarca4-Smarcb1-Smarce1 complex	Mouse	Smarcb1
5292	Ets2-Smarca4-Smarcb1-Smarce1 complex	Mouse	Smarce1
5293	ETS2-SMARCA4-INI1 complex	Human	ETS2
5293	ETS2-SMARCA4-INI1 complex	Human	SMARCA4
5293	ETS2-SMARCA4-INI1 complex	Human	SMARCB1
5301	Cav1-Strn-Strn3-Strn4 complex	Rat	Cav1
5301	Cav1-Strn-Strn3-Strn4 complex	Rat	Strn
5301	Cav1-Strn-Strn3-Strn4 complex	Rat	Strn3
5301	Cav1-Strn-Strn3-Strn4 complex	Rat	Strn4
5302	Rab3a-Rims2-Rapgef4 complex	Mouse	Rab3a
5302	Rab3a-Rims2-Rapgef4 complex	Mouse	Rapgef4
5302	Rab3a-Rims2-Rapgef4 complex	Mouse	Rims2
5308	Rb-NeuroD1-Ngfi-B complex	Mouse	Neurod1
5308	Rb-NeuroD1-Ngfi-B complex	Mouse	Nr4a1
5308	Rb-NeuroD1-Ngfi-B complex	Mouse	Rbl1
5311	Cd3g-Cd3e-Cd247-Canx complex	Mouse	Canx
5311	Cd3g-Cd3e-Cd247-Canx complex	Mouse	Cd247
5311	Cd3g-Cd3e-Cd247-Canx complex	Mouse	Cd3e
5311	Cd3g-Cd3e-Cd247-Canx complex	Mouse	Cd3g
5315	Unc13a-Rab3a-Rims2 complex	Rat	Rab3a
5315	Unc13a-Rab3a-Rims2 complex	Rat	Rims2
5315	Unc13a-Rab3a-Rims2 complex	Rat	Unc13a
5317	LATS1-HTRA2-BIRC4 complex	Human	HTRA2
5317	LATS1-HTRA2-BIRC4 complex	Human	LATS1
5317	LATS1-HTRA2-BIRC4 complex	Human	XIAP
5318	ASAP1-CTTN-PXN complex	Human	ASAP1
5318	ASAP1-CTTN-PXN complex	Human	CTTN
5318	ASAP1-CTTN-PXN complex	Human	PXN
5319	CDH1-CKS1B complex	Human	CDH1
5319	CDH1-CKS1B complex	Human	CKS1B
5320	CDH1-SKP2 complex	Human	CDH1
5320	CDH1-SKP2 complex	Human	SKP2
5321	Cebpa-Smarca2 complex	Mouse	Cebpa
5321	Cebpa-Smarca2 complex	Mouse	Smarca2
5330	Lef1-Tle1 complex	Mouse	Lef1
5330	Lef1-Tle1 complex	Mouse	Tle1
5331	MDM2-TP53-YY1 complex	Human	MDM2
5331	MDM2-TP53-YY1 complex	Human	TP53
5331	MDM2-TP53-YY1 complex	Human	YY1
5333	Lef1-Tle1-Ctnnb1 complex	Mouse	Ctnnb1
5333	Lef1-Tle1-Ctnnb1 complex	Mouse	Lef1
5333	Lef1-Tle1-Ctnnb1 complex	Mouse	Tle1
5337	ELMO1-DOCK1 complex	Human	DOCK1
5337	ELMO1-DOCK1 complex	Human	ELMO1
5341	ELMO1-DOCK2 complex	Human	DOCK2
5341	ELMO1-DOCK2 complex	Human	ELMO1
5342	ELMO1-DOCK1-RAC1 complex	Human	DOCK1
5342	ELMO1-DOCK1-RAC1 complex	Human	ELMO1
5342	ELMO1-DOCK1-RAC1 complex	Human	RAC1
5343	ELMO1-DOCK1-CRKII complex	Human	CRK
5343	ELMO1-DOCK1-CRKII complex	Human	DOCK1
5343	ELMO1-DOCK1-CRKII complex	Human	ELMO1
5344	Endocytic coat complex (11 subunits)	Rat	Amph
5344	Endocytic coat complex (11 subunits)	Rat	Ap2a1
5344	Endocytic coat complex (11 subunits)	Rat	Ap2b1
5344	Endocytic coat complex (11 subunits)	Rat	Bin1
5344	Endocytic coat complex (11 subunits)	Rat	Cltc
5344	Endocytic coat complex (11 subunits)	Rat	Dnm1
5344	Endocytic coat complex (11 subunits)	Rat	Eps15
5344	Endocytic coat complex (11 subunits)	Rat	Sh3gl1
5344	Endocytic coat complex (11 subunits)	Rat	Sh3gl2
5344	Endocytic coat complex (11 subunits)	Rat	Snap91
5344	Endocytic coat complex (11 subunits)	Rat	Synj1
5345	Endocytic coat complex (7 subunits)	Rat	Amph
5345	Endocytic coat complex (7 subunits)	Rat	Ap2a1
5345	Endocytic coat complex (7 subunits)	Rat	Ap2b1
5345	Endocytic coat complex (7 subunits)	Rat	Bin1
5345	Endocytic coat complex (7 subunits)	Rat	Cltc
5345	Endocytic coat complex (7 subunits)	Rat	Dnm1
5345	Endocytic coat complex (7 subunits)	Rat	Synj1
5348	Pik3cg-Pik3r5 complex	Mouse	Pik3cg
5348	Pik3cg-Pik3r5 complex	Mouse	Pik3r5
5358	GTP-Rho-Rhpn1-Ropn1 complex	Mouse	Rhoa
5358	GTP-Rho-Rhpn1-Ropn1 complex	Mouse	Rhpn1
5358	GTP-Rho-Rhpn1-Ropn1 complex	Mouse	Ropn1
5360	AGO2-FXR1-TNF(alpha)ARE-RNP complex	Human	AGO2
5360	AGO2-FXR1-TNF(alpha)ARE-RNP complex	Human	FXR1
5361	CDC20-CDC27-CDH1 complex	Human	CDC20
5361	CDC20-CDC27-CDH1 complex	Human	CDC27
5361	CDC20-CDC27-CDH1 complex	Human	CDH1
5363	Actin-ribonucleoprotein complex (GTF2F1, HNRNPU, POLR2A)	Human	GTF2F1
5363	Actin-ribonucleoprotein complex (GTF2F1, HNRNPU, POLR2A)	Human	HNRNPU
5363	Actin-ribonucleoprotein complex (GTF2F1, HNRNPU, POLR2A)	Human	POLR2A
5365	Nod2-Ripk2 complex	Mouse	Nod2
5365	Nod2-Ripk2 complex	Mouse	Ripk2
5366	Calm1-Ryr1 complex	Rat	Calm1
5366	Calm1-Ryr1 complex	Rat	Ryr1
5367	RXRB-THRB complex	Human	RXRB
5367	RXRB-THRB complex	Human	THRB
5369	ATM homodimer	Human	ATM
5370	ERAP1-ERAP2 complex	Human	ERAP1
5370	ERAP1-ERAP2 complex	Human	ERAP2
5371	Grancalcin-sorcin complex	Human	GCA
5371	Grancalcin-sorcin complex	Human	SRI
5372	Sorcin homodimer	Human	SRI
5373	Chromatin remodeling complex (KAT2B, TACC2, TACC3)	Human	KAT2B
5373	Chromatin remodeling complex (KAT2B, TACC2, TACC3)	Human	TACC2
5373	Chromatin remodeling complex (KAT2B, TACC2, TACC3)	Human	TACC3
5375	EGR-EP300 complex	Human	EGR1
5375	EGR-EP300 complex	Human	EP300
5376	Rock1-Pfn2 complex	Rat	Pfn2
5376	Rock1-Pfn2 complex	Rat	Rock1
5378	TRBP containing complex (DICER, TRBP, AGO2, RPL7A, EIF6, MOV10)	Human	AGO2
5378	TRBP containing complex (DICER, TRBP, AGO2, RPL7A, EIF6, MOV10)	Human	DICER1
5378	TRBP containing complex (DICER, TRBP, AGO2, RPL7A, EIF6, MOV10)	Human	EIF6
5378	TRBP containing complex (DICER, TRBP, AGO2, RPL7A, EIF6, MOV10)	Human	MOV10
5378	TRBP containing complex (DICER, TRBP, AGO2, RPL7A, EIF6, MOV10)	Human	RPL7A
5378	TRBP containing complex (DICER, TRBP, AGO2, RPL7A, EIF6, MOV10)	Human	TARBP2
5379	Kcna2-Kcnab2 complex	Rat	Kcna2
5379	Kcna2-Kcnab2 complex	Rat	Kcnab2
5380	TRBP containing complex (DICER, RPL7A, EIF6, MOV10 and subunits of the 60S ribosomal particle)	Human	DICER1
5380	TRBP containing complex (DICER, RPL7A, EIF6, MOV10 and subunits of the 60S ribosomal particle)	Human	EIF6
5380	TRBP containing complex (DICER, RPL7A, EIF6, MOV10 and subunits of the 60S ribosomal particle)	Human	MOV10
5380	TRBP containing complex (DICER, RPL7A, EIF6, MOV10 and subunits of the 60S ribosomal particle)	Human	RPL10A
5380	TRBP containing complex (DICER, RPL7A, EIF6, MOV10 and subunits of the 60S ribosomal particle)	Human	RPL11
5380	TRBP containing complex (DICER, RPL7A, EIF6, MOV10 and subunits of the 60S ribosomal particle)	Human	RPL12
5380	TRBP containing complex (DICER, RPL7A, EIF6, MOV10 and subunits of the 60S ribosomal particle)	Human	RPL13
5380	TRBP containing complex (DICER, RPL7A, EIF6, MOV10 and subunits of the 60S ribosomal particle)	Human	RPL14
5380	TRBP containing complex (DICER, RPL7A, EIF6, MOV10 and subunits of the 60S ribosomal particle)	Human	RPL15
5380	TRBP containing complex (DICER, RPL7A, EIF6, MOV10 and subunits of the 60S ribosomal particle)	Human	RPL18A
5380	TRBP containing complex (DICER, RPL7A, EIF6, MOV10 and subunits of the 60S ribosomal particle)	Human	RPL19
5380	TRBP containing complex (DICER, RPL7A, EIF6, MOV10 and subunits of the 60S ribosomal particle)	Human	RPL21
5380	TRBP containing complex (DICER, RPL7A, EIF6, MOV10 and subunits of the 60S ribosomal particle)	Human	RPL27
5380	TRBP containing complex (DICER, RPL7A, EIF6, MOV10 and subunits of the 60S ribosomal particle)	Human	RPL28
5380	TRBP containing complex (DICER, RPL7A, EIF6, MOV10 and subunits of the 60S ribosomal particle)	Human	RPL30
5380	TRBP containing complex (DICER, RPL7A, EIF6, MOV10 and subunits of the 60S ribosomal particle)	Human	RPL32
5380	TRBP containing complex (DICER, RPL7A, EIF6, MOV10 and subunits of the 60S ribosomal particle)	Human	RPL34
5380	TRBP containing complex (DICER, RPL7A, EIF6, MOV10 and subunits of the 60S ribosomal particle)	Human	RPL35A
5380	TRBP containing complex (DICER, RPL7A, EIF6, MOV10 and subunits of the 60S ribosomal particle)	Human	RPL36
5380	TRBP containing complex (DICER, RPL7A, EIF6, MOV10 and subunits of the 60S ribosomal particle)	Human	RPL37A
5380	TRBP containing complex (DICER, RPL7A, EIF6, MOV10 and subunits of the 60S ribosomal particle)	Human	RPL7
5380	TRBP containing complex (DICER, RPL7A, EIF6, MOV10 and subunits of the 60S ribosomal particle)	Human	RPL7A
5380	TRBP containing complex (DICER, RPL7A, EIF6, MOV10 and subunits of the 60S ribosomal particle)	Human	RPLP1
5380	TRBP containing complex (DICER, RPL7A, EIF6, MOV10 and subunits of the 60S ribosomal particle)	Human	RPLP2
5380	TRBP containing complex (DICER, RPL7A, EIF6, MOV10 and subunits of the 60S ribosomal particle)	Human	RSL24D1
5381	RISC-loading complex	Human	AGO2
5381	RISC-loading complex	Human	DICER1
5381	RISC-loading complex	Human	TARBP2
5382	ARNT-HIF1A complex	Human	ARNT
5382	ARNT-HIF1A complex	Human	HIF1A
5383	TRIB3-DDIT3 complex	Human	DDIT3
5383	TRIB3-DDIT3 complex	Human	TRIB3
5384	RAG1-RAG2 tetramer	Human	RAG1
5384	RAG1-RAG2 tetramer	Human	RAG2
5385	GAIT complex	Human	EPRS1
5385	GAIT complex	Human	GAPDH
5385	GAIT complex	Human	RPL13A
5385	GAIT complex	Human	SYNCRIP
5386	MLL1-WDR5 complex	Human	ASH2L
5386	MLL1-WDR5 complex	Human	BAP18
5386	MLL1-WDR5 complex	Human	CHD8
5386	MLL1-WDR5 complex	Human	E2F6
5386	MLL1-WDR5 complex	Human	HCFC1
5386	MLL1-WDR5 complex	Human	HSPA4
5386	MLL1-WDR5 complex	Human	INO80C
5386	MLL1-WDR5 complex	Human	KANSL1
5386	MLL1-WDR5 complex	Human	KAT8
5386	MLL1-WDR5 complex	Human	KMT2A
5386	MLL1-WDR5 complex	Human	LAS1L
5386	MLL1-WDR5 complex	Human	MCRS1
5386	MLL1-WDR5 complex	Human	MGAM
5386	MLL1-WDR5 complex	Human	PELP1
5386	MLL1-WDR5 complex	Human	PHF20
5386	MLL1-WDR5 complex	Human	PRPF31
5386	MLL1-WDR5 complex	Human	RBBP5
5386	MLL1-WDR5 complex	Human	RNF2
5386	MLL1-WDR5 complex	Human	RUVBL1
5386	MLL1-WDR5 complex	Human	SENP3
5386	MLL1-WDR5 complex	Human	TAF1
5386	MLL1-WDR5 complex	Human	TAF4
5386	MLL1-WDR5 complex	Human	TAF6
5386	MLL1-WDR5 complex	Human	TAF7
5386	MLL1-WDR5 complex	Human	TAF9
5386	MLL1-WDR5 complex	Human	TEX10
5386	MLL1-WDR5 complex	Human	WDR5
5388	ELANE-SERPINA1 complex	Human	ELANE
5388	ELANE-SERPINA1 complex	Human	SERPINA1
5389	SERPINA3-CTSG complex	Human	CTSG
5389	SERPINA3-CTSG complex	Human	SERPINA3
5391	SERPINA1-CTSG complex	Human	CTSG
5391	SERPINA1-CTSG complex	Human	SERPINA1
5400	BRCC complex	Human	BABAM2
5400	BRCC complex	Human	BRCA1
5400	BRCC complex	Human	BRCA2
5400	BRCC complex	Human	BRCC3
5400	BRCC complex	Human	RAD51
5401	PLEKHM2-KIF5B complex	Human	KIF5B
5401	PLEKHM2-KIF5B complex	Human	PLEKHM2
5402	Cdk5-Cdk5r1-Pctk1 complex	Mouse	Cdk16
5402	Cdk5-Cdk5r1-Pctk1 complex	Mouse	Cdk5
5402	Cdk5-Cdk5r1-Pctk1 complex	Mouse	Cdk5r1
5404	Myod1-Tcf3 complex	Mouse	Myod1
5404	Myod1-Tcf3 complex	Mouse	Tcf3
5405	Myod1 homodimer	Mouse	Myod1
5407	NGF-TrkA complex	Human	NGF
5407	NGF-TrkA complex	Human	NTRK1
5408	NGFR-NTF3 complex	Human	NGFR
5408	NGFR-NTF3 complex	Human	NTF3
